"","verbatimLongitude","verbatimLatitude","url","key","observation_type","name","country","state_province","begin_date","end_date","source","remote_resource","locality","coordinate_uncertainty_in_meters","recorded_by","last_modified","prov"
"135",-118.2455,34.0536,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:5874/","MVZ:Mamm:5874","specimen","Puma concolor californica","United States","California",1907-04-08,"1907-04-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:5874","Los Angeles ?",32186,"Collector(s): E. A. Colburn","2015-02-05T04:57:56.918938","ecoengine"
"136",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154377/","MVZ:Mamm:154377","specimen","Puma concolor kaibabensis","United States","Nevada",1969-03-18,"1969-03-18T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154377","Wheeler Range",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T05:14:12.002231","ecoengine"
"137",-118.0242,36.0609,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:90975/","MVZ:Mamm:90975","specimen","Puma concolor californica","United States","California",1940-03-30,"1940-03-30T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:90975","5 mi W Denmovin, Tunawee Canyon",30,"Collector(s): Ward C. Russell, Jay C. Bruce","2015-02-05T05:14:26.760807","ecoengine"
"138",-123.653,39.7176,"https://ecoengine.berkeley.edu/api/observations/bigcb:specieslist:1:16/","bigcb:specieslist:1:16","checklist","Puma concolor","United States","California",1976-01-01,"2003-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/18/","http://bigcb.berkeley.edu/cgi/bigcb_speclist_show?ItemID=16","",1000,"Mammals of the Angelo Reserve","2019-02-05T10:37:42.322927","ecoengine"
"139",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:186058/","MVZ:Mamm:186058","specimen","Puma concolor californica","United States","California",1987-04-04,"1987-04-04T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:186058","no specific locality recorded",NA,"Collector(s): Robert E. Jones","2015-02-05T05:19:06.028262","ecoengine"
"140",-118.0242,36.0609,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:90976/","MVZ:Mamm:90976","specimen","Puma concolor californica","United States","California",1940-03-30,"1940-03-30T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:90976","5 mi W Denmovin, Tunawee Canyon",30,"Collector(s): Ward C. Russell, Jay C. Bruce","2015-02-05T05:40:20.558592","ecoengine"
"141",-122.4819,44.3986,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:86913/","MVZ:Mamm:86913","specimen","Puma concolor oregonensis","United States","Oregon",1921-05-17,"1921-05-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:86913","Santiam River above Cascadia",75,"Collector(s): A. G. Ames","2015-02-05T05:41:22.077199","ecoengine"
"142",-121.5657,37.0003,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:4920/","MVZ:Mamm:4920","specimen","Puma concolor californica","United States","California",1818-06-20,"1999-02-04T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4920","near Gilroy",1609,"Collector(s): Annie M. Alexander","2015-02-05T05:43:01.804076","ecoengine"
"143",-121.4689,37.1503,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33452/","MVZ:Mamm:33452","specimen","Puma concolor californica","United States","California",1923-06-25,"1923-06-25T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33452","16 mi SE Mt. Hamilton",8046,"Collector(s): Jay C. Bruce","2015-02-05T05:50:52.640819","ecoengine"
"144",-119.123,36.8204,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:38310/","MVZ:Mamm:38310","specimen","Puma concolor californica","United States","California",1927-06-01,"1927-06-01T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38310","5 mi N Dunlap",2011,"Collector(s): Jay C. Bruce","2015-02-05T05:58:52.692457","ecoengine"
"145",-115.8056,39.8888,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154387/","MVZ:Mamm:154387","specimen","Puma concolor kaibabensis","United States","Nevada",1968-01-23,"1968-01-23T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154387","Diamond Mts.",40259,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T06:00:40.717271","ecoengine"
"146",-114.4731,39.2333,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154381/","MVZ:Mamm:154381","specimen","Puma concolor kaibabensis","United States","Nevada",1968-05-01,"1968-05-01T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154381","Cleve Creek, Schell Creek Range",22556,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T06:06:35.537072","ecoengine"
"147",-121.6347,36.3015,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33430/","MVZ:Mamm:33430","specimen","Puma concolor californica","United States","California",1923-04-19,"1923-04-19T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33430","Pine Valley, Headwaters Carmel River",804,"Collector(s): Jay C. Bruce","2015-02-05T06:12:57.164695","ecoengine"
"148",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154382/","MVZ:Mamm:154382","specimen","Puma concolor kaibabensis","United States","Nevada",1968-10-03,"1968-10-03T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154382","Hnesson Mt.",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T06:16:13.031973","ecoengine"
"149",-110.405,31.4485,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:59676/","MVZ:Mamm:59676","specimen","Puma concolor azteca","United States","Arizona",1933-01-17,"1933-01-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:59676","1 mi N Sunnyside, Huachuca Mts.",2386,"Collector(s): J. H. Meritt, Seth B. Benson","2015-02-05T06:18:00.342705","ecoengine"
"150",-121.5567,36.3785,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:172401/","MVZ:Mamm:172401","specimen","Puma concolor californica","United States","California",1985-10-26,"1985-10-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:172401","Hastings Natural History Reservation",2707,"Collector(s): A. Stampfli","2015-02-05T06:27:12.028140","ecoengine"
"151",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:186059/","MVZ:Mamm:186059","specimen","Puma concolor californica","United States","California",1818-06-20,"1999-02-04T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:186059","no specific locality recorded",NA,"Collector(s): Robert E. Jones","2015-02-05T06:27:27.616020","ecoengine"
"152",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154391/","MVZ:Mamm:154391","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154391","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T06:30:21.340861","ecoengine"
"153",-114.5008,39.2399,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154388/","MVZ:Mamm:154388","specimen","Puma concolor kaibabensis","United States","Nevada",1969-04-07,"1969-04-07T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154388","Indian Creek, Schell Creek Range",4853,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T06:31:37.254862","ecoengine"
"154",-120.6221,38.9953,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:31252/","MVZ:Mamm:31252","specimen","Puma concolor californica","United States","California",1920-07-21,"1920-07-21T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:31252","Lynchburg",453,"Collector(s): Joseph S. Dixon, Jay C. Bruce","2015-02-05T06:34:19.106225","ecoengine"
"155",-119.1642,36.6027,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:7149/","MVZ:Mamm:7149","specimen","Puma concolor californica","United States","California",1908-01-10,"1908-01-10T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:7149","Mankins Flat, near Kaweah",30,"Collector(s): Karl Hopping","2015-02-05T06:34:24.460035","ecoengine"
"156",-116.6939,33.6669,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34991/","MVZ:Mamm:34991","specimen","Puma concolor californica","United States","California",1925-06-09,"1925-06-09T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34991","Strawberry Creek, 0.5 mi N Control Road to Hemet Lake",1371,"Collector(s): Jay C. Bruce","2015-02-05T06:34:37.042604","ecoengine"
"157",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154395/","MVZ:Mamm:154395","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154395","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T06:42:57.089263","ecoengine"
"158",-118.7864,36.5758,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33558/","MVZ:Mamm:33558","specimen","Puma concolor californica","United States","California",1924-01-26,"1924-01-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33558","Marble Fork Bridge, Sequoia National Park",30,"Collector(s): Joseph S. Dixon, Jay C. Bruce","2015-02-05T06:47:41.685454","ecoengine"
"159",-119.3246,34.6433,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:36468/","MVZ:Mamm:36468","specimen","Puma concolor californica","United States","California",1926-04-14,"1926-04-14T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:36468","Pine Mt.",2414,"Collector(s): Jay C. Bruce","2015-02-05T06:50:14.270995","ecoengine"
"160",-114.5406,38.9766,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:40648/","MVZ:Mamm:40648","specimen","Puma concolor kaibabensis","United States","Nevada",1928-04-08,"1928-04-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:40648","John Henry Wash, Spring Valley",11291,"Collector(s): E. Raymond Hall, Kirtland","2015-02-05T06:52:59.010778","ecoengine"
"161",-114.0889,38.7705,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:88066/","MVZ:Mamm:88066","specimen","Puma concolor kaibabensis","United States","Nevada",1939-03-07,"1939-03-07T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:88066","1 mi SW head of Chokecherry Creek, Snake Range",12900,"Collector(s): William M. Longhurst, David Taylor","2015-02-05T06:53:18.220131","ecoengine"
"162",-122.3089,40.7754,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:8868/","MVZ:Mamm:8868","specimen","Puma concolor californica","United States","California",1909-10-01,"1909-10-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:8868","McCloud Station",87,"Collector(s): L. P. Boyes","2015-02-05T06:54:51.693290","ecoengine"
"163",-116.6409,39.086,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:46909/","MVZ:Mamm:46909","specimen","Puma concolor kaibabensis","United States","Nevada",1929-01-22,"1929-01-22T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:46909","Monitor Mts., near Potts",428,"Collector(s): E. Raymond Hall, R. A. Parker","2015-02-05T07:05:44.149416","ecoengine"
"164",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:228436/","MVZ:Mamm:228436","specimen","Puma concolor californica","United States","California",2006-07-11,"2006-07-11T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:228436","Hwy. 89, near Old Station",NA,"Collector(s): John D. Perrine","2015-02-05T07:07:48.905556","ecoengine"
"165",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:228439/","MVZ:Mamm:228439","specimen","Puma concolor californica","United States","California",2006-10-12,"2006-10-12T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:228439","Stillwater Creek, E of Redding Municipal Airport",NA,"Collector(s): John D. Perrine; Preparator(s): Ilona Lunenburg","2015-02-05T07:07:49.116815","ecoengine"
"166",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:228440/","MVZ:Mamm:228440","specimen","Puma concolor californica","United States","California",2006-08-21,"2006-08-21T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:228440","12400 Arrow Way, Whitmore",NA,"Collector(s): John D. Perrine; Preparator(s): Jeff T. Wilcox","2015-02-05T07:07:49.200726","ecoengine"
"167",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:228916/","MVZ:Mamm:228916","specimen","Puma concolor californica","United States","California",1990-01-01,"2007-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:228916","No specific locality recorded",NA,"Collector(s): unknown; Preparator(s): Candace Lai","2015-02-05T07:07:54.801524","ecoengine"
"168",-122.5662,40.6852,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:193138/","MVZ:Mamm:193138","specimen","Puma concolor ssp.","United States","California",1975-09-30,"1975-09-30T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:193138","Whiskey Creek",3637,"Collector(s): Carl B. Koford","2015-02-05T00:39:22.851385","ecoengine"
"169",-112.5709,42.9635,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:51843/","MVZ:Mamm:51843","specimen","Puma concolor hippolestes","United States","Idaho",1932-04-19,"1932-04-19T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:51843","9 mi NW Pocatello",12403,"Collector(s): Wayne B. Whitlow","2015-02-05T00:56:51.924168","ecoengine"
"170",-118.4804,36.0177,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:175988/","MVZ:Mamm:175988","specimen","Puma concolor californica","United States","California",1983-09-01,"1983-09-30T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:175988","25 mi N of Kernville",10058,"Collector(s): Robert E. Jones","2015-02-05T00:58:59.640685","ecoengine"
"171",-109.4589,31.9412,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:50279/","MVZ:Mamm:50279","specimen","Puma concolor azteca","United States","Arizona",1931-07-08,"1931-07-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:50279","Witch Creek, Ratliff Ranch, Chiricahua Mts.",2106,"Collector(s): J. V. Lee","2015-02-05T01:06:16.887505","ecoengine"
"172",-118.4804,36.0177,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34180/","MVZ:Mamm:34180","specimen","Puma concolor californica","United States","California",1924-03-25,"1924-03-25T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34180","head Brush Creek, 25 mi above Kernville, E side Kern River",10058,"Collector(s): Jay C. Bruce","2015-02-05T01:34:16.515953","ecoengine"
"173",-116.6454,33.0975,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:10856/","MVZ:Mamm:10856","specimen","Puma concolor californica","United States","California",1906-06-07,"1906-06-07T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:10856","Wynola",30,"Collector(s): R. J. Johnson","2015-02-05T01:49:57.463171","ecoengine"
"174",-121.0152,38.8883,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:12690/","MVZ:Mamm:12690","specimen","Puma concolor californica","United States","California",1911-05-01,"1911-05-01T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:12690","Cool",337,"Collector(s): J. C. Hawver","2015-02-05T01:58:52.849534","ecoengine"
"175",-116.4438,32.9127,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:37425/","MVZ:Mamm:37425","specimen","Puma concolor californica","United States","California",1927-01-16,"1927-01-16T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:37425","2 mi W Laguna Indian Reservation",1609,"Collector(s): Jay C. Bruce","2015-02-05T02:07:57.279365","ecoengine"
"176",-103.301,29.266,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:80340/","MVZ:Mamm:80340","specimen","Puma concolor stanleyana","United States","Texas",1936-01-01,"1936-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:80340","Chisos Mts.",6635,"Collector(s): Adrey E. Borell, E. Davenport","2015-02-05T02:34:34.444011","ecoengine"
"177",-118.7864,36.5758,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33560/","MVZ:Mamm:33560","specimen","Puma concolor californica","United States","California",1924-01-26,"1924-01-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33560","Marble Fork Bridge, Sequoia National Park",30,"Collector(s): Joseph S. Dixon, Jay C. Bruce","2015-02-05T03:19:35.864378","ecoengine"
"178",-119.8225,37.7499,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:198447/","MVZ:Mamm:198447","specimen","Puma concolor californica","United States","California",1999-04-22,"1999-04-22T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:198447","Big Oak Flat Rd., 0.5 km S Crane Flat Lookout, 1.2 km ENE Merced Grove of Big Trees, Yosemite National Park",590,"Collector(s): Les Chow, Robert E. Jones","2016-09-30T11:11:06.013281","ecoengine"
"179",-121.6359,37.5956,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:175990/","MVZ:Mamm:175990","specimen","Puma concolor californica","United States","California",1987-05-17,"1987-05-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:175990","South Livermore, between De Val Canyon Lake and Cedar Mt., Mines Rd., ca. mi marker 8.0",1419,"Collector(s): Robert E. Jones","2015-02-05T03:24:12.431913","ecoengine"
"180",-109.8714,32.7018,"https://ecoengine.berkeley.edu/api/observations/LACM:Mammals:000487/","LACM:Mammals:000487","specimen","Puma concolor azteca","United States","Arizona",1919-01-08,"1919-01-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/2/","","Graham Mts",20292,"Graham, S","2014-05-29T15:12:38.929046","ecoengine"
"181",NA,NA,"https://ecoengine.berkeley.edu/api/observations/LACM:Mammals:052223/","LACM:Mammals:052223","specimen","Puma concolor californica","United States","California",1972-04-17,"1972-04-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/2/","","Mulholland, .25 mi W, near Junction of Mulholland & Encinol",NA,"Monette, D E","2014-05-29T15:39:38.219492","ecoengine"
"182",-119.6904,34.4127,"https://ecoengine.berkeley.edu/api/observations/LACM:Mammals:070295/","LACM:Mammals:070295","specimen","Puma concolor californica","United States","California",1976-01-04,"1976-01-04T00:00:00","https://ecoengine.berkeley.edu/api/sources/2/","","Santa Barbara, 20 mi N (approx.); El Capitan Ranch",4828,"Nelson, R (Calif. Fish & Game)","2014-05-29T15:49:13.424905","ecoengine"
"183",-119.8242,34.4369,"https://ecoengine.berkeley.edu/api/observations/LACM:Mammals:070296/","LACM:Mammals:070296","specimen","Puma concolor californica","United States","California",1975-12-20,"1975-12-20T00:00:00","https://ecoengine.berkeley.edu/api/sources/2/","","Goleta; Tejijiuas Ranch",1067,"Cooper, K (Calif. Fish & Game)","2014-05-29T15:49:16.312265","ecoengine"
"184",NA,NA,"https://ecoengine.berkeley.edu/api/observations/LACM:Mammals:085439/","LACM:Mammals:085439","specimen","Puma concolor californica","United States","California",1988-05-05,"1988-05-05T00:00:00","https://ecoengine.berkeley.edu/api/sources/2/","","Feser Cold Springs, Hwy 33",NA,"Cal Fish & Game; Campbell, J A","2014-05-29T15:57:22.494547","ecoengine"
"185",-117.8549,34.136,"https://ecoengine.berkeley.edu/api/observations/LACM:Mammals:087430/","LACM:Mammals:087430","specimen","Puma concolor californica","United States","California",1991-08-11,"1991-08-11T00:00:00","https://ecoengine.berkeley.edu/api/sources/2/","","Glendora",2414,"California Fish & Game; Janiger, D S","2014-05-29T15:58:23.087883","ecoengine"
"186",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154393/","MVZ:Mamm:154393","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154393","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T04:45:15.233273","ecoengine"
"187",-118.7618,36.3506,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34227/","MVZ:Mamm:34227","specimen","Puma concolor californica","United States","California",1924-02-16,"1924-02-16T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34227","Clough Cave, S Fork Kaweah River",30,"Collector(s): Jay C. Bruce","2015-02-05T04:54:32.559229","ecoengine"
"188",-112.5569,42.7893,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:51842/","MVZ:Mamm:51842","specimen","Puma concolor hippolestes","United States","Idaho",1931-10-20,"1931-10-20T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:51842","8 mi SW Pocatello, [Bannock County]",12028,"Collector(s): Wayne B. Whitlow","2015-02-05T05:40:16.993722","ecoengine"
"189",-120.8349,35.6401,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:155331/","MVZ:Mamm:155331","specimen","Puma concolor californica","United States","California",1975-08-01,"1975-08-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:155331","8 mi W of Paso Robles",3218,"Collector(s): Carl B. Koford","2015-02-05T05:52:35.540078","ecoengine"
"190",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:175984/","MVZ:Mamm:175984","specimen","Puma concolor californica","United States","California",1984-10-01,"1984-10-01T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:175984","Cottonwood, Whitmore Rd.",NA,"Collector(s): Robert E. Jones","2015-02-05T05:54:04.669074","ecoengine"
"191",-120.3647,38.3855,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:53384/","MVZ:Mamm:53384","specimen","Puma concolor californica","United States","California",1932-08-13,"1932-08-13T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:53384","1 mi S Folsom Ranger Station, 3 mi N Blue Mt.",5264,"Collector(s): Jay C. Bruce","2015-02-05T06:04:09.167722","ecoengine"
"192",-118.918,36.6744,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:184081/","MVZ:Mamm:184081","specimen","Puma concolor californica","United States","California",1946-02-25,"1946-02-25T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:184081","6 mi NE Badger",2414,"Collector(s): Jay C. Bruce","2015-02-05T06:13:49.898269","ecoengine"
"193",-110.4184,31.4138,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:50278/","MVZ:Mamm:50278","specimen","Puma concolor azteca","United States","Arizona",1931-07-07,"1931-07-07T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:50278","Sunnyside Canyon, Huachuca Mts.",7739,"Collector(s): J. H. Merritt","2015-02-05T06:17:59.271392","ecoengine"
"194",-112.5683,37.2587,"https://ecoengine.berkeley.edu/api/observations/CalPhotos:1335+3153+0672+0090:1/","CalPhotos:1335+3153+0672+0090:1","photo","Puma concolor","United States","Utah",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=118244&one=T","Colorado Plateau, Zion National Park, near",1000,"","2018-05-25T11:17:37.001124","ecoengine"
"195",-114.315,48.1965,"https://ecoengine.berkeley.edu/api/observations/CalPhotos:8030+3192+4155+0004:1/","CalPhotos:8030+3192+4155+0004:1","photo","Puma concolor","United States","Montana",1992-09-22,"1992-09-22T00:00:00","https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=1160&one=T","Kalispell, MT",1000,"","2018-05-25T11:29:35.405628","ecoengine"
"196",-114.315,48.1965,"https://ecoengine.berkeley.edu/api/observations/CalPhotos:8030+3192+4155+0003:1/","CalPhotos:8030+3192+4155+0003:1","photo","Puma concolor","United States","Montana",1992-09-22,"1992-09-22T00:00:00","https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=1184&one=T","Kalispell, MT",1000,"","2018-05-25T12:21:13.049165","ecoengine"
"197",-114.2008,39.2166,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:88067/","MVZ:Mamm:88067","specimen","Puma concolor kaibabensis","United States","Nevada",1939-08-17,"1939-08-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:88067","S end Snake Range",104633,"Collector(s): William M. Longhurst, David Taylor","2015-02-05T01:04:44.663537","ecoengine"
"198",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:86928/","MVZ:Mamm:86928","specimen","Puma concolor oregonensis","United States","Oregon",1818-06-20,"1999-02-04T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:86928","Cascade Mts.",NA,"Collector(s): L. D. Rush","2015-02-05T01:14:04.242716","ecoengine"
"199",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154385/","MVZ:Mamm:154385","specimen","Puma concolor kaibabensis","United States","Nevada",1969-03-18,"1969-03-18T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154385","Wheeler Range",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T01:19:18.564410","ecoengine"
